SCHLUESSEL,BERUFINT
31178,Leiter/in - betriebliches Bildungswesen (Bausparka
31179,Leiter/in - kirchliche Bildungsstätte (Katholische
31180,Seefahrtschuldirektor/in
31181,Direktor/in - Berufsschulen
31182,Direktor/in - berufsbildende Schulen
31183,Direktor/in - Heilpraktikerausbildungsstätten
31185,Polizeischulrektor/in
31186,Polizeischulkonrektor/in
31187,Polizeifachschulrektor/in
31188,Ausbildungsleiter/in
31189,Fachhochschuldozent/in
31190,Fachhochschullehrer/in
31191,Fachhochschulassistent/in
31192,Fachhochschulprofessor/in
31193,Fachlehrer/in - Hochschulen
31194,Fachschuldozent/in (höhere Fachschulen und Akademi
31195,Gastdozent/in
31196,Gastprofessor/in
31197,Hauptseminarleiter/in
31198,Oberingenieur/in (Hochschule)
31199,Oberassistent/in (Hochschule)
31200,Dekan/in (Hochschullehrer/in)
31201,Lehrkraft für besondere Aufgaben - Hochschulen
31202,Seminarleiter/in (Hochschule)
31203,Wissenschaftler/in
31204,Wissenschaftliche/r Hochschulassistent/in
31205,Wissenschaftliche/r Rat/Rätin (Hochschule)
31206,Wissenschaftliche/r Hochschulmitarbeiter/in
31207,Wissenschaftliche/r Assistent/in (Hochschule)
31208,Wissenschaftliche/r Oberrat/-rätin (Hochschule)
31209,Wissenschaftliche/r Mitarbeiter/in (Hochschule)
31210,Wissenschaftliche/r Rat/Rätin und Professor/in (Ho
31214,Universitätsdozent/in
31215,Universitätsprofessor/in
31216,Doktorand/in
31217,Dozent/in - Universitäten
31218,Dozent/in - Hochschulen und Akademien
31219,Dozent/in - höhere Fachschulen und Akademien
31220,Forscher/in
31221,Forschungsleiter/in
31222,Forschungsreferent/in
31223,Forschungsbeauftragte/r
31224,Honorardozent/in
31225,Hochschullehrer/in
31226,Hochschullektor/in
31227,Honorarprofessor/in
31228,Hochschulassistent/in
31229,Hochschulprofessor/in
31230,Hochschuldozent/in (Uni)
31231,Privatdozent/in (Uni)
31232,Professor/in - Fachhochschulen
31233,Professor/in - Universitäten/gleichgestellte Hochs
31234,Assistenzprofessor/in
31235,Außerordentliche/r Dozent/in
31236,Auslandslehrer/in (Hochschule)
31237,Außerplanmäßige/r Professor/in
31238,Außerordentliche/r Professor/in
31239,Juniorprofessor/in
31240,Fachhochschulrektor/in
31241,Fachhochschulpräsident/in
31242,Fachbereichsdirektor/in (Fachhochschule)
31243,Kanzler/in (Hochschule)
31244,Rektor/in - Hochschulen und Akademien
31245,Direktor/in und Professor/in
31246,Vizepräsident/in (Hochschule)
31247,Vizepräsident/in und Professor/in (Hochschule)
31248,Wissenschaftliche/r Direktor/in (Hochschule)
31253,Institutsleiter/in
31254,Institutsrektor/in
31255,Institutsdirektor/in
31256,Universitätsrektor/in
31257,Universitätskanzler/in
31258,Hochschulrektor/in
31259,Hochschuldirektor/in
31260,Hochschulpräsident/in
31261,Prorektor/in/Vizepräsident/in
31262,Master of Arts - Erwachsenenbildung
31263,Master of Adult Education- Erwachsenenbildung
31264,Master of Higher Education - Jugend-/Erwachsenen P
31265,Schulungsfachkraft
31266,Schulungsleiter/in
31267,Schulungsreferent/in
31268,Schulungsingenieur/in
31269,Schulungsbeauftragte/r
31270,Berufsbildungsreferent/in
31271,Beauftragte/r - Fortbildung
31272,Lehrgruppenleiter/in
31273,Lehrer/in - Erwachsenenbildung
31274,Lehrkraft - Erwachsenenbildung
31275,Lehrer/in/Dozent/in - Erwachsenenbildung
31276,Referent/in für Bildung
31277,Referent/in - Erwachsenenbildung
31278,Seminarleiter/in (Erwachsendenbildung)
31279,Telecoach
31280,Teletutor/in
31281,Verkaufstrainer/in
31282,Verhaltenstrainer/in
31283,Weiterbildungsdozent/in
31284,Weiterbildungsfachmann/-frau (Dozent/in)
31285,Bildungsmanager/in
31286,Bildungsberater/in
31287,Bildungsreferent/in
31288,Bildungsbegleiter/in
31289,Bildungskoordinator/in
31290,Bildungsmanager/in - Erwachsenenbildung
31292,Coach (Verkaufstraining)
31293,Coach (Erwachsenenbildung)
31294,Dozent/in - Volkshochschulen
31295,Dozent/in - Erwachsenenbildung
31296,Dozent/in - beruflichen Fort- und Weiterbildung
31297,Fortbildungstrainer/in
31298,Fortbildungsschullehrer/in
31299,Moderator/in - Erwachsenenbildung
31300,Volkshochschuldozent/in
31301,Volkshochschullehrer/in
31302,Erwachsenenbildner/in
31303,Erzieher/in - Erwachsenenarbeit
31304,Erzieher/in - Erwachsenen-/Familienbildung
31305,Trainer/in - Erwachsenenbildung
31306,Studienleiter/in
31307,Jugendbildungsreferent/in
31308,Kursleiter/in - Erwachsenenbildung
31309,Tutor/in
31310,Pädagogische/r Mitarbeiter/in - Erwachsenenbildung
31311,Singschullehrer/in
31312,Erzieher/in - Musik
31313,Musiklehrer/in (schulische Ausbildung)
31314,Fachmusikerzieher/in
31315,Facherzieher/in - Musik
31316,Musikfacherzieher/in
31317,Fagottlehrer/in
31318,Fachdozent/in - Musik
31319,Fachbereichsleiter/in (Musikschule)
31320,Fachbereichsleiter/in - Rhythmik (Musikschule)
31321,Gambenlehrer/in
31322,Harfenlehrer/in
31323,Jazz- und Popularmusiklehrer/in
31324,Lautenlehrer/in
31325,Saxophonlehrer/in
31326,Oboenlehrer/in
31327,Schulmusiklehrer/in
31328,Cellolehrer/in
31329,Cembalolehrer/in
31330,Geigenlehrer/in
31331,Gesangslehrer/in
31332,Gesangspädagoge/-pädagogin
31333,Lehrkraft - Gesang
31334,Lehrer/in - Rhythmik
31335,Lehrer/in - Jazz
31336,Lehrer/in - Elementare Musikerziehung
31337,Lehrer/in - Musikalische Früherziehung
31338,Lehrer/in - Musikalische Grundausbildung
31339,Lehrer/in - rhythmisch-musikalische Erziehung
31340,Lehrer/in - Unter- und Mittelstufe an Sing- und Mu
31341,Rhythmiker/in
31342,Rhythmiklehrer/in
31343,Rhythmuslehrer/in
31344,Rhythmik-Dozent/in
31345,Rhythmikpädagoge/-pädagogin
31346,Rhythmik- und Musiklehrer/in
31347,Gitarrenlehrer/in
31348,Kindermusikschullehrer/in
31349,Singlehrer/in
31350,Violinlehrer/in
31351,Zitherlehrer/in
31353,Blockflötenlehrer/in
31354,Flötenlehrer/in
31355,Klavierlehrer/in
31356,Klarinettenlehrer/in
31357,Klavierpädagoge/-pädagogin
31358,Klavier- und Cembalolehrer/in
31359,Instrumentallehrer/in
31360,Instrumentalmusiklehrer/in
31361,Instrumentalpädagoge/-pädagogin
31362,Instrumental- und Gesangspädagoge/-pädagogin
31363,Hornlehrer/in
31364,Kontrabasslehrer/in
31365,Posaunenlehrer/in
31366,Popularmusiklehrer/in
31367,Bratschenlehrer/in
31368,Orgellehrer/in
31369,Privatmusiklehrer/in
31370,Privatmusikerzieher/in
31371,Trompetenlehrer/in
31372,Musikschullehrer/in
31373,Musiklehrer/in - vokal
31374,Musiklehrer/in - Gesang
31375,Musikpädagoge/-pädagogin
31376,Musiklehrer/in - Rhythmik
31377,Musiklehrkraft (Musikschule)
31378,Musiklehrer/in - Musikschulen
31379,Musiklehrer/in - Jazz
31380,Musiklehrer/in (Uni) - Popularmusik
31381,Musiklehrer/in (Uni) - Instrumental
31382,Musiklehrer/in - Musikalische Früherziehung
31383,Musiklehrer/in - Instrumentalpädagogik (Jazz)
31384,Musiklehrer/in (Uni) - Elementare Musikerziehung
31385,Musiklehrer/in - rhythmisch-musikalische Erziehung
31386,Musiklehrer/in - Instrumental- und Gesangspädagogi
31387,Tubalehrer/in
31388,Katechet/in (evangelisch)
31389,Katholische/r Religionspädagoge/-pädagogin
31390,Gemeindepädagoge/-pädagogin
31391,Religionspädagoge/-pädagogin - katholisch
31392,Religionspädagoge/-pädagogin - evangelisch
31393,Evangelische/r Katechet/in
31394,Evangelische/r Gemeindepädagoge/-pädagogin
31395,Evangelische/r Religionspädagoge/-pädagogin
31396,Zeichenlehrer/in
31397,Theaterpädagoge/-pädagogin
31398,Kreativitätstrainer/in
31399,Kreativitätspädagoge/-pädagogin
31400,Kunsterzieher/in
31401,Kunstdidaktiker/in
31402,Kunstpädagoge/-pädagogin
31403,Kunst- und Zeichenlehrer/in
31404,Kunstpädagoge/-pädagogin (Uni)
31405,CAD-Trainer/in
31406,EDV-Lehrer/in
31407,EDV-Dozent/in
31408,EDV-Trainer/in
31409,EDV-Referent/in
31410,EDV-Fachdozent/in
31411,EDV-Instruktor/in
31412,EDV-Kursleiter/in
31413,EDV-Supervisor/in
31414,EDV-Pädagoge/Pädagogin
31415,EDV-Anwendungstrainer/in
31416,EDV-Schulungsbeauftragte/r
31417,IT-Trainer/in
31418,IT-Schulungsleiter/in
31419,DV-Dozent/in
31420,DV-Trainer/in
31421,DV-Fachdozent/in
31422,DV-Kursleiter/in
31423,DV-Instruktor/in
31424,DV-Anwendungstrainer/in
31425,DV-Schulungsbeauftragte/r
31426,DV-Schulungsleiter/in - technische Informatik
31427,Fachlehrer/in - Informationsverarbeitung/Textverar
31428,Master in Multimedia - Multimedia-Didaktik
31429,Schulungstrainer/in (IT)
31430,Lehrkraft - DV
31431,Lehrer/in - EDV
31432,Lehrer/in - Informationstechnik
31433,Lehrer/in - Informationsverarbeitung
31434,Anwendungstrainer/in
31435,Dozent/in - berufliche IT-Weiterbildung
31436,Trainer/in - EDV
31437,Master - Deutsch als Fremdsprache
31438,Deutschlehrer/in (Deutsch als Fremdsprache)
31439,Lehrer/in - Deutsch als Fremdsprache
31440,Lehrer/in - Fremdsprachen und Landeskunde
31441,Sprachdozent/in
31442,Sprachlehrer/in
31443,Sprachausbilder/in
31444,Sprachentrainer/in
31445,Sprachenlehrer/in - Fremdsprachen
31446,Sprachkursleiter/in - Volkshochschulen
31447,Sprachenlehrer/in - Deutsch als Fremdsprache
31448,Fremdsprachenlehrer/in
31449,Fremdsprachenpädagoge/-pädagogin
31450,Privatsprachlehrer/in
31451,Pädotechniker/in (Laborsprachlehrer/in)
31452,Lehrrettungsassistent/in
31453,Lehrer/in - Heileurythmie
31454,Erstehilfelehrer/in
31455,Erste-Hilfe-Dozent/in
31456,Erste-Hilfe-Ausbilder/in
31457,Produkttrainer/in
31458,Trainer/in - Bausparkassenfachleute
31459,Ausbilder/in - Erste Hilfe/Lebensrettende Sofortma
31460,Eurythmielehrer/in
31461,Fachdozent/in - Elternarbeit
31462,Fachpädagoge/-pädagogin - über- und außerbetriebli
31463,Managementtrainer/in
31464,Schulungsingenieur/in (Medizintechnik)
31465,Schulungsleiter/in (Mikrosystemtechnik)
31466,Schulungsfachkraft (Kraftfahrzeugsachverständigenw
31467,Lehrkraft - Medizintechnik
31468,Lehrgangsleiter/in - Kraftfahrzeugsachverständigen
31469,Seminarleiter/in - Kraftfahrzeugsachverständigenwe
31470,Verhaltenstrainer/in
31471,Rhetoriktrainer/in
31472,Kommunikationstrainer/in
31473,Privatstundenlehrer/in
31474,Trainer/in - Zellularmedizin
31475,Trainer/in - Kraftfahrzeugsachverständigenwesen
31476,Atemtherapiekursleiter/in
31477,Streßbewältigungstrainer/in
31478,Studienleiter/in (Katholischer Kirchendienst)
31479,Kundendienstlehrer/in (Kfz)
31480,Kursleiter/in - Atemtherapie
31481,Museumspädagoge/-pädagogin
31482,Abteilungsleiter/in (Musikschule)
31483,Schulleiter/in - Musikschulen
31484,Schulleiter/in - Erwachsenenbildung
31485,Dependanceleiter/in (Musikschule)
31486,Leiter/in - Musikschule
31487,Leiter/in - Ballettschule
31488,Leiter/in - Volkshochschule
31489,Leiter/in einer Sprachenschule
31490,Leiter/in - Instrumentalabteilung (Musikschule)
31491,Leiter/in und pädagogische/r Mitarbeiter/in an Vol
31492,Bildungsdirektor/in
31493,Direktor/in - kirchenmusikalische Ausbildungsstätt
31495,Volkshochschulleiter/in
31496,Volkshochschuldirektor/in
31497,Studienleiter/in (Sprachschule)
31498,Musikschulleiter/in
31499,Musikschulrektor/in
31500,Musikschuldirektor/in
31501,Musikschulkonrektor/in
31502,Bachelor of Arts - Sportwissenschaft
31503,Fachsportlehrer/in
31504,Fachsporttrainer/in
31505,Fachübungsleiter/in - Sport
31506,Fachlehrer/in - Leibeserziehung
31507,Landestrainer/in
31508,Übungsleiter/in
31509,Bezirkstrainer/in
31510,Betriebssportleiter/in
31511,Vereinstrainer/in
31512,Verbandstrainer/in
31513,Verbandsübungsleiter/in
31514,Vereinstrainer/in und Platzwart/in
31515,Cheftrainer/in
31516,Lizenztrainer/in
31517,Co-Trainer/in
31518,Coach (Sporttraining)
31519,Honorartrainer/in
31520,Hochleistungstrainer/in
31521,Sportlehrer/in
31522,Sportlehrkraft
31523,Sporttrainer/in
31524,Sportgruppenleiter/in
31525,Freizeitsportlehrer/in
31526,Freizeitübungsleiter/in
31527,Freizeitsporttrainer/in
31528,Trainer/in - Sport
31529,Trainer/in - Leistungssport
31530,Assistenztrainer/in
31531,Bundestrainer/in
31532,Jugendtrainer/in (Übungsleiter/in)
31533,Kurssportlehrer/in
31534,Turnwart/in
31535,Turnlehrer/in
31536,Turn- und Sportlehrer/in - Waldorfschulen
31537,Master- Sportwissenschaft/Entwicklung und Manageme
31538,Master- Sportwissenschaft/Prävention und Rehabilit
31539,Wirtschaftssportreferent/in
31540,Universitätsturn- und -sportlehrer/in
31541,Hochschulturn- und -sportlehrer/in
31542,Sportdozent/in
31543,Sportleiter/in
31544,Sportforscher/in
31545,Sportwissenschaftler/in
31546,Sportpädagoge/-pädagogin
31547,Fahrlehrer/in
31548,Fahrschullehrer/in
31549,Fahrschulinhaber/in
31550,Fahrlehrer/in - Berufskraftfahrer/in (Güterverkehr
31551,Fahrlehrer/in - Berufskraftfahrer/in (Personenverk
31552,Lastwagenfahrlehrer/in
31553,Ferienfahrschullehrer/in
31554,Ferienfahrschulinhaber/in
31555,Verkehrslehrer/in
31556,Verkehrserzieher/in
31557,Versehrten-Fahrlehrer/in
31558,Verkehrspädagoge/-pädagogin
31559,Motorrad-Fahrlehrer/in
31560,Kraftfahrlehrer/in
31561,Autofahrlehrer/in
31562,Navigationslehrer/in (Fluglehrer/in)
31563,Segelfluglehrer/in
31564,Segelflugtrainer/in
31565,Fluglehrer/in
31566,Flugsimulatorlehrer/in
31567,Gleitsegelfluglehrer/in
31568,Motorsegelfluglehrer/in
31569,Avionic-Lehrer/in
31570,Ballettlehrer/in
31571,Balletttrainer/in
31572,Ballettpädagoge/-pädagogin
31573,Ballett- und Tanzpädagoge/-pädagogin
31574,Fachlehrer/in - Step
31575,Fachlehrer/in - Jazz-Dance
31576,Fachübungsleiter/in - Tanzsport
31577,Fachsporttrainer/in (Tanzsport)
31578,Jazz-Tanzlehrer/in
31579,Tanzlehrer/in
31580,Tanzmeister/in
31581,Tanztrainer/in
31582,Tanzsportlehrer/in
31583,Tanzsporttrainer/in
31584,Tanzpädagoge/-pädagogin
31585,Tanzlehrer/in - Jazz-Dance
31586,Tanz- und Gymnastiklehrer/in
31587,Tanzlehrer/in - Behinderten- und Rehabilitationssp
31588,Tanzlehrer/in - sozialpädagogischer
31589,Lehrer/in - Tanzsport
31590,Leiter/in - Tanzschule
31591,Lehrkraft - Jazz-Dance
31592,Lehrwart/in (Tanzsport)
31593,Lehrer/in - Tanz und tänzerische Gymnastik
31594,Selbständige/r Tanzlehrer/in
31595,Kindertanzlehrer/in
31596,Rollstuhltanztrainer/in
31597,Freiberufliche/r Tanzlehrer/in
31598,Trainer/in - Tanz
31599,Trainer/in - Tanzsport
31600,Assistenz-Tanzlehrer/in
31601,Steptrainer/in
31602,Steptanzlehrer/in
31603,Bundestrainer/in (Tanzsport)
31604,Bundessportwart/in (Tanzsport)
31605,Tennislehrer/in
31606,Cheftrainer/in - (Tennis)
31607,Squashlehrer/in
31608,Trainer/in - Tennis
31609,Trainer/in - Fußball
31610,Trainer/in - Hochleistungstennis
31611,Fußballehrer/in
31612,Fußballtrainer/in
31613,Fachgruppenleiter/in (Gymnastik)
31614,Fachbereichsleiter/in - Gymnastik
31615,Taijiquan-Lehrer/in
31616,Tai Chi Chuan-Lehrer/in
31617,Tai-Chi-Chuan- und Qigong-Lehrer/in
31618,Aerobic-Lehrer/in
31619,Aerobic-Trainer/in
31620,Aerobic-Gymnastik-Übungsleiter/in
31621,Bewegungslehrer/in
31622,Bewegungstrainer/in
31623,Lehrer/in Fitness
31624,Lehrer/in - Gymnastik
31625,Lehrer/in - Alexander-Technik
31626,Lehrer/in - chinesische Bewegungskunst
31627,Personal Trainer/in (Sport und Fitness)
31628,Fitnesslehrer/in
31629,Fitnesstrainer/in
31630,Fitnessinstruktor/in
31631,Fitnesskoordinator/in
31632,Fitnesspädagoge/-pädagogin
31633,Qi-Gong-Lehrer/in
31634,Konditionstrainer/in
31635,Konditions- und Fitnesstrainer/in
31636,Yoga-Lehrer/in
31637,Yoga-Übungsleiter/in
31638,Sport- und Fitnesstrainer/in
31639,Sport- und Gymnastiklehrer/in
31640,Sport- und Bewegungsfachkraft
31641,Trainer/in - Gymnastik
31642,Trainer/in - Cardiofitness
31643,Trainer/in - gerätegestütztes Krafttraining
31644,Step-Aerobic-Instruktor/in
31645,Gymnastiklehrer/in
31646,Gymnastiklehrkraft
31647,Gymnastiktrainer/in
31648,Gymnastikpädagoge/-pädagogin
31649,Gymnastik- und Sportlehrer/in
31650,Gymnastik- und Bewegungslehrer/in
31651,Gymnastiklehrer/in - Bewegungstherapie
31652,Gymnastik-
31653,Barakuda-Tauchlehrer/in
31654,Fallschirmlehrer/in
31655,Fahrlehrer/in - Pferdesport
31656,Fachübungsleiter/in - Segeln
31657,Kanulehrer/in
31658,Kajaklehrer/in
31659,Karatelehrer/in
31660,Karatetrainer/in
31661,Langlauflehrer/in
31662,Landestrainer/in (Segeln)
31663,Paragleitfluglehrer/in
31664,Tauchlehrer/in
31665,Tauchsportlehrer/in
31666,Wassersportlehrer/in
31667,Wassersporttrainer/in
31668,Schießlehrer/in
31669,Schwimmlehrer/in
31670,Schwimmtrainer/in
31671,Schneesportlehrer/in
31672,Schneebrettlehrer/in
31673,Schwimmsportlehrer/in
31674,Bergführer/in
31675,Berg- und Skiführer/in
31676,Behindertenreitlehrer/in
31677,Behindertensportlehrer/in
31678,Behindertensporttrainer/in
31679,Berufsreit- und Fahrlehrer/in
31680,Berufsfahrlehrer/in (Pferdesport)
31681,Berufstrainer/in (Galopprennsport)
31682,Berufstrainer/in (Pferderennsport)
31683,Fechtlehrer/in
31684,Fechtmeister/in
31685,Fechttrainer/in
31686,Lehrer/in - Fechten
31687,Lehrer/in - Catamaran
31688,Meditationslehrer/in
31689,Reitlehrer/in
31690,Reittrainer/in
31691,Reitinstruktor/in
31692,Reitsportlehrer/in
31693,Rehabilitationstrainer/in (Sport)
31694,Reit- und Fahrlehrer/in (Pferdesport)
31695,Segellehrer/in
31696,Segelsurflehrer/in
31697,Segelsportlehrer/in
31698,Segellehrerassistent/in
31699,Segel- und Surflehrer/in
31700,Teaching Pro/Proette
31701,Verbands-Skilehrer/in
31702,Verbands-Schilehrer/in
31703,Verbands-Snowboardlehrer/in
31704,Verbands-Skilanglauflehrer/in
31705,Verbands-Schilanglauflehrer/in
31706,Wellenreitassistent/in
31707,Eislauflehrer/in
31708,Eislauftrainer/in
31709,Eiskunstlauflehrer/in
31710,Eisschnelllauflehrer/in
31711,Hilfssegellehrer/in
31712,Kitesurflehrer/in
31713,Windsurflehrer/in
31714,Windsurfinglehrer/in
31715,Skilehrer/in
31716,Skiführer/in
31717,Skitrainer/in
31718,Skiboblehrer/in
31719,Skilanglauflehrer/in
31720,Ski- und Bergführer/in
31721,Ski- und Langlauflehrer/in
31722,Blindenreitlehrer/in
31723,Gleitschirmfluglehrer/in
31725,Snowboardlehrer/in
31726,Snowboardtrainer/in
31727,Boxlehrer/in
31728,Boxtrainer/in
31729,Golflehrer/in
31730,Golftrainer/in
31731,Golf Pro/Proette
31732,Golflehrer-Assistent/in
31733,Jollensegellehrer/in
31734,Jollen-Instructor/in
31735,Tourenführer/in
31736,Springausbilder/in
31737,Sporttauchlehrer/in
31738,Sport- und Gesundheitslehrer/in
31739,Sportlehrer/in - Prävention/Rehabilitation
31740,Drachenfluglehrer/in
31741,Drachenflugtrainer/in
31742,Freiberufliche/r Skilehrer/in
31743,Freiberufliche/r Skilanglauflehrer/in
31744,Pro/Proette
31745,Trainer/in - Golf
31746,Trainer/in - Segeln
31747,Trainer/in - Eislauf
31748,Trainer/in - Trabrennsport
31749,Trainer/in - Sportrehabilitation
31750,Trainer/in - Traberzucht und -rennen
31751,Bundestrainer/in (Segeln)
31752,Funboardtrainer/in (Surfen)
31753,Judolehrer/in
31754,Jugendbetreuer/in (Segeln)
31755,Kursportlehrer/in
31756,Outdoor Guide
31757,Surflehrer/in
31758,Turnierrichter/in (Reitsport)
31759,Master of Arts - Literatur und Medien
31760,Master of Arts - Sprache und Kommunikation
31761,Master of Comparative Literature - Komparatistik
31762,Master of Arts - Angewandte Literaturwissenschaft
31763,Master of European Linguistics - Sprachwissenschaf
31764,Master of Arts - Sprachtechnologie und Fremdsprach
31765,Neuphilologe/-philologin
31766,Philologe/Philologin
31767,Linguist/in (Uni)
31768,Literaturwissenschaftler/in
31769,Sprachforscher/in
31770,Sprachwissenschaftler/in
31771,Master- Intercultural Linguistics - Germanische Ge
31772,Germanist/in
31773,Friesische/r Philologe/Philologin
31774,Lateinamerikanist/in
31775,Master of Arts - Literatur und Kultur Britanniens
31776,Neusprachlicher Philologe/Philologin -Anglistik
31777,Wirtschaftsanglist/in
31779,Anglist/in
31780,Master of Arts - Französische Sprachwissenschaft
31781,Master of Arts - Französische Literatur- und Kultu
31782,Hispanologe/Hispanologin
31783,Wirtschaftsromanist/in
31784,Wirtschaftshispanist/in
31785,Romanist/in
31786,Romanist/in - Spanisch
31787,Romanist/in - Rumänisch
31788,Romanist/in - Italienisch
31789,Romanist/in - Französisch
31790,Romanist/in - Portugiesisch
31791,Baltist/in
31792,Baltologe/Baltologin
31793,Balkanologe/Balkanologin
31794,Master of Arts - Slawische Philologie
31795,Fennist/in
31796,Ugrist/in
31797,Finno-Ugrist/in
31798,Wirtschaftsslawist/in
31799,Wirtschaftsrussist/in
31800,Ukrainist/in
31802,Slawist/in
31803,Slawist/in - Russistik
31804,Slawist/in - Bohemistik
31805,Slawist/in - Polonistik
31806,Slawist/in - Sorabistik
31807,Slawist/in - Ukrainistik
31808,Slawist/in - serbische/kroatische Philologie
31809,Bohemist/in
31810,Polonist/in
31811,Sorabist/in
31812,Hungarologe/Hungarologin
31813,Russist/in
31814,Semitist/in
31815,Wirtschaftsarabist/in
31817,Arabist/in
31818,Iranist/in
31819,Irankundler/in
31820,Orientalist/in
31821,Orientalische/r Philologe/Philologin
31822,Judaist/in
31823,Turkologe/Turkologin
31824,Japanologe/Japanologin
31825,Malaiologe/Malaiologin
31826,Master of Arts - Japanologie
31827,Master of Arts - Chinesische Sprache und Literatur
31828,Sinologe/Sinologin
31829,Tibetologe/Tibetologin
31830,Vietnamist/in
31831,Wirtschaftssinologe/-sinologin
31832,Wirtschaftsmalaiologe/-malaiologin
31833,Wirtschaftsjapanologe/-japanologin
31834,Indologe/Indologin
31835,Koreanist/in
31836,Mongolist/in
31837,Südostasienwissenschaftler/in
31838,Latinist/in
31839,Neogräzist/in
31841,Klass. Philologe/Philologin (Uni)
31842,Gräzist/in
31843,Byzantinist/in
31844,Byzantinologe/Byzantinologin
31845,Master of Arts - Computerlinguistik
31846,Master of Arts - Editionswissenschaft
31847,Lexikograf/in
31848,Semantiker/in
31849,Semiotiker/in
31850,Afrikanist/in
31851,Phonetiker/in
31852,Phonologe/Phonologin
31853,Niederlandist/in
31854,Skandinavist/in
31855,Skandinavische/r Philologe/Philologin
31856,Computerlinguist/in
31857,Nordist/in
31858,Nordist/in - Finnist/in
31859,Nordische/r Philologe/Philologin
31860,Kryptologe/Kryptologin
31861,Psycholinguist/in
31862,Etymologe/Etymologin
31863,Master of Arts - Europäische Religionsgeschichte
31864,Master of Advanced Studies in Applied Ethics - Ang
31865,Religionswissenschaftler/in
31866,Religionswissenschaftler/in (katholisch)
31867,Religionswissenschaftler/in (evangelisch)
31868,Philosoph/in
31869,Wirtschaftsethiker/in
31870,Ontologe/Ontologin
31871,Unternehmensethiker/in
31872,Bauhistoriker/in
31873,Familienforscher/in
31874,Master of Arts - Mediävistik
31875,Master of Arts - Applied History
31876,Master of Arts - Modern German History
31877,Master of Arts - Geschichte der Berlin-Brandenburg
31878,Naturwissenschaftshistoriker/in
31879,Papyrologe/Papyrologin (Historiker/in)
31880,Genealoge/Genealogin
31881,Geschichtswissenschaftler/in
31882,Heraldiker/in
31883,Religionsgeschichtler/in
31884,Technikhistoriker/in
31885,Zeithistoriker/in
31886,Zeitgeschichtler/in
31887,Ägyptologe/Ägyptologin
31888,Chronist/in
31889,Historiker/in
31890,Wirtschaftshistoriker/in
31891,Wissenschaftshistoriker/in (Uni)
31892,Wirtschafts- und Sozialhistoriker/in
31893,Wirtschafts- und Sozialgeschichtler/in
31894,Ökonom/in - Wirtschaftsgeschichte
31895,Sozialhistoriker/in
31896,Sozial- und Wirtschaftshistoriker/in
31897,Sozial- und Wirtschaftsgeschichtler/in
31898,Vor- und Frühgeschichtler/in
31899,Prähistoriker/in
31900,Ur- und Frühgeschichtler/in
31901,Kunsthistoriker/in (Uni)
31902,Musikhistoriker/in
31903,Bachelor of Arts - Klassische Archäologie
31904,Techniker/in - Grabungstechnik
31905,Grabungstechniker/in
31906,Ausgrabungstechniker/in
31907,Bauarchäologe/-archäologin
31908,Master of Arts - Klassische Archäologie
31909,Meeresarchäologe/-archäologin
31910,Direktor/in - Archäologie
31911,Mittelalterarchäologe/-archäologin
31915,Klassische/r Archäologe/Archäologin
31916,Industrie-Archäologe/-Archäologin
31917,Archäologe/Archäologin
31918,Archäometer/Archäometerin
31919,Grabungsleiter/in (Archäologie)
31920,Orientarchäologe/-archäologin
31921,Assyriologe/Assyriologin
31922,Ausgrabungsleiter/in (Archäologie)
31923,Luftbildarchäologe/-archäologin
31924,Museumsarchäologe/-archäologin
31925,Master of Arts  - Medienkunst
31926,Master of Arts - Musiktheater
31927,Master of Arts - Medien und Film
31928,Master of Arts - Medienwissenschaften
31929,Fernsehwissenschaftler/in
31930,Medienforscher/in
31931,Medienbevollmächtigte/r
31932,Medienwissenschaftler/in
31933,Medien- und Filmwissenschaftler/in
31934,Medien- und Kommunikationswissenschaftler/in
31935,Theaterwissenschaftler/in
31936,Theater- und Medienwissenschaftler/in
31937,Theater-
31938,Theater-
31939,Filmwissenschaftler/in
31940,Film- und Fernsehwissenschaftler/in
31941,Kommunikationsforscher/in
31942,Kommunikationswissenschaftler/in
31943,Publizistikwissenschaftler/in
31944,Publizistik- und Kommunikationsforscher/in
31945,Lateinamerikawissenschaftler/in
31946,Master of European Studies
31947,Master of Arts - American Studies
31948,Master of Arts - Ost-West Studien
31949,Master of Science - European Studies
31950,Master of Arts - Southeast Asian Studies
31951,Master of advanced studies - European studies
31952,Master of Arts - Europastudien/European Studies
31953,Master of Arts - British and North American Studie
31954,Master of Arts - Chinesische Philosophie und Gesch
31955,Master of Arts - European Labour Studies/Européen
31956,Master of Arts - Intercultural Communication-Europ
31957,Regionalwissenschaftler/in
31958,Regionalwissenschaftler/in - Asien-Studien
31959,Regionalwissenschaftler/in - Islam-Studien
31960,Regionalwissenschaftler/in - Afrika-Studien
31961,Regionalwissenschaftler/in - Europa-Studien
31962,Regionalwissenschaftler/in - Nordamerika-Studien
31963,Regionalwissenschaftler/in - Niederlande-Studien
31964,Regionalwissenschaftler/in - Lateinamerika-Studien
31966,Interkulturelle/r  Berater/in
31967,Iranwissenschaftler/in
31968,Islamwissenschaftler/in (Uni)
31969,Anthropologe/Anthropologin
31970,Industrieanthropologe/-anthropologin
31971,Sozialanthropologe/-anthropologin
